,Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
1692,UrbanMatrix Technologies,Chennai,Drone,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,SARA ELGI,100000.0,,2021
1693,Jupiter,Mumbai,Banking,"A digital banking experience that keeps pace with you, and helps master money too.","Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0,Series B,2021
1694,Pixuate,Bangalore,Deeptech,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",SucSEED Indovation Fund,1000000.0,Seed,2021
1695,Playo,Bangalore,SportsTech,Playo is a one stop destination app for all things sports,ah! Ventures High Tables,500000.0,Pre-series A,2021
1696,Toothsi,Mumbai,Health,India’s first and largest at home smile makeover service using invisible aligners.,"Eight Roads Ventures, Think Investments, Mankekar Family Office",20000000.0,Series B,2021
1697,Soothe Healthcare,New Delhi,Consumer Goods,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",A91 Partners,10000000.0,Series C,2021
1698,Goodmeetings,Bangalore,Computer software,AI-Based Platform Built Exclusively for Remote Selling,Chiratae Ventures,1700000.0,Series A,2021
1699,Apnaklub,Bangalore,Wholesale,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,Sequoia’s Surge,3500000.0,Seed,2021
1700,ChefKart,Gurugram,Consumer Goods,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.","Lead Angels, Titan Capital, Pravega Ventures",300000.0,Pre-seed,2021
1701,Fashinza,Gurugram,Apparel & Fashion,A new-age supply chain and product development platform for the fashion industry.,"Accel Partners, Elevation Capital",20000000.0,Series A,2021
1702,Fabheads,Chennai,Industrial Automation,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",3500000.0,Pre-series A,2021
1703,QuickShift,Pune,Logistics & Supply Chain,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support","Anicut Angel Fund, Axilor Ventures",770000.0,Seed,2021
1704,StackBOX,Bangalore,Logistics & Supply Chain,DISTRIBUTION SIMPLIFIED,"Ecosystem Ventures, CMM group",1200000.0,,2021
1705,MedPrime Technologies,Thane,Healthcare,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.","Mumbai Angels Network, Social Alpha",3500000.0,Seed,2021
1706,infra.market,Thane,Construction,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,Tiger Global,125000000.0,Series D,2021
1707,CollegeDekho,Gurgaon,E-learning,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals","Disrupt ADQ, QIC",35000000.0,Series B,2021
1708,BOX8,Mumbai,Food & Beverages,India's Largest Desi Meals Brand,Tiger Global,40000000.0,,2021
1709,Simpl,Bangalore,Consumer Services,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards","Valar Ventures, IA Ventures",40000000.0,Series B,2021
1710,8i Ventures,Mumbai,Venture Capital & Private Equity,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,,50000000.0,,2021
1711,PayGlocal,Bangalore,Financial Services,PayGlocal is a FinTech solving for global payments acceptance,Sequoia Capital India,4900000.0,Series A,2021
1712,Curefit,Bangalore,"Health, Wellness & Fitness",Tata Digital-backed Curefit,Zomato,145000000.0,,2021
1713,Pocket FM,Bangalore,OTT,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.","Lightspeed, Times Group, Tanglin Venture Partners",22000000.0,Series B,2021
1714,CHARGE+ZONE,Vadodara,Automotive,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,Venture Catalysts,10000000.0,,2021
1715,PlanetSpark,Gurugram,Education Management,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",13000000.0,Series B,2021
1716,LenDenClub,Mumbai,Financial Services,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",10000000.0,Series A,2021
1717,CometChat,Mumbai,Computer Software,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",Signal Peak Ventures,10000000.0,Series A,2021
1718,AgroStar,Pune,AgriTech,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.","Evolvence, Hero Enterprise",70000000.0,Series D,2021
1719,Bizongo,Mumbai,Information Technology & Services,Bizongo is India’s largest B2B platform for made-to-order products.,Tiger Global,100000000.0,Series D,2021
1720,Probus Insurance,Mumbai,Insurance,Probus Insurance is a leading InsurTech platform in India.,BlueOrchard Impact Investment Managers,6700000.0,,2021
1721,MoEngage,Bangalore,Software Startup,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,Steadview Capital,30000000.0,Series D,2021
1722,CloudSEK,Bangalore,Computer & Network Security,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,MassMutual Ventures,7000000.0,Series A,2021
1723,Exponent Energy,Bangalore,Automotive,Simplifying energy for EVs by building a Flexible Energy Stack.,YourNest VC,5000000.0,Pre-series A,2021
1724,Trinkerr,Bangalore,Capital Markets,Trinkerr is India's first social trading platform.,Accel India,6600000.0,Series A,2021
1725,Zorro,Gurugram,Social network,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",32000000.0,Seed,2021
1726,Ultraviolette,Bangalore,Automotive,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho",150000000.0,Series C,2021
1727,NephroPlus,Hyderabad,Hospital & Health Care,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management,24000000.0,Series E,2021
1728,Unremot,Bangalore,Information Technology & Services,Unremot is a personal office for consultants!,Inflection Point Ventures,700000.0,Seed,2021
1729,FanAnywhere,Bangalore,Financial Services,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital",3500000.0,Seed,2021
1730,PingoLearn,Pune,E-learning,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate",200000.0,,2021
1731,Spry,Mumbai,Music,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover",1500000.0,Seed,2021
1732,Enmovil,Hyderabad,Information Technology & Services,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund,1300000.0,Pre-series A,2021
1733,ASQI Advisors,Mumbai,Financial Services,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital,1000000.0,Pre-series A,2021
1734,Insurance Samadhan,New Delhi,Insurance,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL",725000.0,Pre-series A,2021
1735,Evenflow Brands,Mumbai,Consumer Goods,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,,500000.0,,2021
1736,MasterChow,Food & Beverages,Hauz Khas,A ready-to-cook Asian cuisine brand,WEH Ventures,461000.0,Seed,2021
1737,Fullife Healthcare,Pharmaceuticals	#REF!,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Varun Khanna,$22000000,3500000.0,,2021
1738,Trinkerr,Bangalore,Capital Markets,Trinkerr is India's first social trading platform.,Accel India,6600000.0,Series A,2021
1739,Zorro,Gurugram,Social network,Pseudonymous social network platform,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",32000000.0,Seed,2021
1740,Ultraviolette,Bangalore,Automotive,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,"TVS Motor, Zoho",150000000.0,Series C,2021
1741,NephroPlus,Hyderabad,Hospital & Health Care,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",IIFL Asset Management,24000000.0,Series E,2021
1742,Unremot,Bangalore,Information Technology & Services,Unremot is a personal office for consultants!,Inflection Point Ventures,700000.0,Seed,2021
1743,FanAnywhere,Bangalore,Financial Services,Celebrity NFT platform,"Oasis Capital, Scorpio VC, DeltaHub Capital",3500000.0,Seed,2021
1744,PingoLearn,Pune,E-learning,PingoLearn offers language learning courses with snackable videos.,"Titan Capital, Haresh Chawla, AngelList Syndicate",200000.0,,2021
1745,Spry,Mumbai,Music,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,"9Unicorns, Ashneer Grover",1500000.0,Seed,2021
1746,Enmovil,Hyderabad,Information Technology & Services,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,Anicut Angel Fund,1300000.0,Pre-series A,2021
1747,ASQI Advisors,Mumbai,Financial Services,Bringing Blockchain technology intro mainstream finance!,Founders Room Capital,1000000.0,Pre-series A,2021
1748,Insurance Samadhan,New Delhi,Insurance,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,"9Unicorns, ZNL",725000.0,Pre-series A,2021
1749,Evenflow Brands,Mumbai,Consumer Goods,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,,500000.0,,2021
1750,MasterChow,Food & Beverages,Hauz Khas,A ready-to-cook Asian cuisine brand,WEH Ventures,461000.0,Seed,2021
1751,Fullife Healthcare,Pharmaceuticals	#REF!,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Varun Khanna,$22000000,3500000.0,,2021
1752,MoEVing,Gurugram	#REF!,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,"Vikash Mishra, Mragank Jain",$5000000,3500000.0,,2021
1753,Pristyn Care,Gurugram,Hospital & Health Care,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",96000000.0,Series E,2021
1754,Plix,Mumbai,"Health, Wellness & Fitness",Plant-based nutraceutical firm,"Guild Capital, RPSG Capital Ventures",5000000.0,Series A,2021
1755,Uni Cards,Bangalore,Financial Services,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.","General Catalyst, Eight Roads Ventures, Elevation Capital",70000000.0,Series A,2021
1756,Practically,Hyderabad,E-learning,An experiential learning app for grades 6th to 12th.,"NB Ventures, Earlsfield Capital",5000000.0,,2021
1757,Nestasia,Kolkata,Retail,"Artisanal, Handmade, bio conscious crafts from South East Asia.","Varun Alagh, Sahil Barua",4000000.0,Series A,2021
1758,Vedic Cosmeceuticals,Noida,Cosmetics,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Sixth Sense Ventures,32000000.0,Series A,2021
1759,Juspay,Bangalore,FinTech,Enable frictionless payments for the billion Indians.,SoftBank Vision Fund 2,60000000.0,Series C,2021
1760,TranZact,Mumbai,Information Technology & Services,A mission to digitize millions of Indian SMEs so they can grow better.,"Tribe Capital, Prime Venture Partners",7000000.0,Series A,2021
1761,Atomberg,Mumbai,Consumer Electronics,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,Jungle Ventures,20000000.0,,2021
1762,Ola,Bangalore,Mobility,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",Marquee international institutional investors,500000000.0,,2021
1763,Mohalla Tech,Bangalore,Social media,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",Alkeon Capital,266000000.0,Series G,2021
1764,Stack,Bangalore,Financial Services,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,"Y Combinator, Harvard Management",4500000.0,Seed,2021
